,registrationDate,propertyDescription,leaseDateTerm,lesseeTitle,NOTE 1,NOTE 2,NOTE 3,NOTE 4
1663,16.02.2012 Edged and numbered 1 in brown (part of) 7.3.2282,Car parking space 21 Quadrant Court    ,09.02.2012 From and including 21.3.2007 to and including ,AGL250147     ,,,,
1664,13.03.2013 Edged and numbered 1 in brown (part of),Local Needs Unit Number 1    ,08.08.2012 125 years commencing on 8.08.2012 ,AGL279330    ,,,,
1665,19.08.2013 Centre (Levels 0 9.8.2013,"London Designer Outlet , 1 & 2)      250 years from ",09.08.2013  ,AGL290813  ,NOTE 1: The Lease comprises also other land,NOTE 2: See entry in the Charges Register relating to a Deed of variation dated 22 December 2017.,,
1666,18.10.2013 Edged and numbered 1 in brown (part of),Flats 1-90 Quadrant Court    ,11.10.2013 11.10.2013 expiring on 7.3.2282 ,AGL295238    ,,,,
1667,25.07.2014 Edged and numbered 1 in brown (Part of),Part of Quadrant Court    ,06.11.2013 25 years from and including 21.12.2012 ,AGL297053    ,,,,
1668,"15.03.2010 Unit Number 1, Q Court, Wembley W expiring on 17.1.2030","Tesco Express, Local Needs uadrant       20 years from ay            18.1.2010  ",12.02.2010    ,AGL211999    ,,,,
1669,17.08.3007 From 25.12.2018 to 10.6.2032,J Sainsburys PLC   ,11.06.2007   ,GR309816   ,NOTE 1: The lease comprises also other land,NOTE 2: See entry in the Charges Register relating to a Deed of variation dated 28 August 2018,,
1670,07.02.1994 25 years from 25.12.1993,J Sainsbury PLC  ,07.01.1994  ,GR161883  ,NOTE 1: The lease comprises also other land,NOTE 2: See entry in the Charges Register relating to a Deed of variation dated 28 August 2018,,
1671,16.03.2005 Road 1.2.2005,10 and 10a Prince of Wales 10 years from ,21.02.2005  ,DT327756  ,,,,
1672,land on the sout tinted blue 29.09.1915,h west side   12.10.1915 of Grange Mill Lane ,SYK572479 999 years from ,  ,NOTE: The lease also comprises other land,,,
1673,10.07.1989 1 (part of): 3 Ground,3B Prince of Wales Road (Lower Maisonette): Garden 29.9.1988,28.04.1989 99 years from ,DT170283  ,"NOTE: The lease grants and reserves rights of passage and running of water, soil, gas, electricity, support and protection.  The lease grants rights of entry for repair and alteration, right of way on foot only over the common pathway, a right to keep one dustbin in the dustbin area.  The lease reserves rights of entry and a right of way on foot only over the garden area for repair and maintenance of the upper maisonette.",,,
1674,16.07.1993 1 (part of): 29.9.1992,3A Prince of Wales Road (First Floor Maisonette) ,18.06.1993 99 years from ,29.9.1992  ,"NOTE: The lease grants and reserves rights of passage and running of water, soil, gas, electricity, support and protection.  The lease grants rights of entry for repair and alteration, right of way on foot over the common pathway and a right to keep one dustbin in the dustbin area.  The lease reserves rights of entry for repair and maintenance of the lower maisonette.",,,
1675,09.09.2003 1 (part of) 29.9.2002,3a rear of Prince of Wales Road (First Floor Flat) ,08.08.2003 99 years from ,DT311403  ,,,,
1676,30.01.2019 1 (part of): 2 Garden Ground and including 29 September 1986 and ending on and including 28 September 2175,3 Prince of Wales Road (Lower Floor Maisonette): beginning on      ,28.01.2019 189 years       ,DT445099        ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.",,,
1677,05.12.1984 1 21.11.1984,5 Prince of Wales Road Ground floor flat) ,21.11.1984 999 years from ,DT119892  ,NOTE: The Lease grants and reserves rights of entry for repairs and,alterations support and protection passage and running of water soil electricity gas and other services and all such other rights easements quasi-rights and quasi-easements.The Lease also grants rights of way over the entrance drive and footpaths user of gardens and clothes line and rights to keep a dust or refuse bin in the designated storage area,,
1678,11.12.1984 1 21.11.1984,5A Prince of Wales Road (First floor flat) ,21.11.1984 999 years from ,DT119996  ,NOTE: The Lease grants and reserves rights of entry for repairs and,alterations support and protection passage and running of water soil electricity and other services and all such other rights easements quasi-rights and quasi-easements.  The Lease also grants rights of way over the entrance drive and footpaths use of the clothes line and rights to keep a dust or refuse bin in the designated storage area,,
1679,14.02.2013 (first and secon only),"Flat 2, 35 Radipole Road d floors      999 years from 09.09.1971",12.02.2013  ,BGL95328  ,,,,
1680,04.06.2013 (Ground floor fl garden ground,"Flat 1, 35 Radipole Road at) and       999 years from 9.8.1971",17.05.2013  ,BGL97393  ,,,,
1681,17.09.2013 (first floor onl 23 December 1990,"Flat 3, 35 Radipole Road y)            999 years from  ",13.09.2013   ,BGL99600   ,NOTE: See entry in the Charges register relaing to a Deed of Variation dated 3 August 2015.,,,
1682,17.09.2013 (second and thir 23/12/1990,"Flat 4, 35 Radipole Road d floors)     999 years from ",13.09.2013  ,BGL99602  ,,,,
1683,17.09.2014 999 years from 9.8.1971,basement area of Flat 1  ,04.06.2013  ,BGL108012  ,"NOTE: The land in this title is not part of the land originally demised by the lease of which short particulars are set out above but is registered as an accretion to that lease, having been acquired by encroachment from the land originally demised.",,,
1684,28 Portland Plac 3 11.10.1920,e             25.03.1925  ,305875 999 years from ,  ,NOTE: See entry in the Charges Register relating to a Deed of Variation dated 13 October 2006,,,
1685,94 (formerly 15) 7 6.4.1916,New          19.08.1920 Cavendish Street ,NGL65559 999 years from ,  ,,,,
1686,11.01.1960 2 and 13 6.1.1959,26 Portland Place and 4 Cavendish Mews South ,26.03.1959 999 years from ,LN188811  ,,,,
1687,28.03.1972 6 25.12.1971,92 New Cavendish Street  ,03.03.1972 99 years from ,NGL199491  ,,,,
1688,11.04.1972 5 25.12.1971,32 Portland Place  ,03.03.1972 99 years from ,NGL200379  ,,,,
1689,14.07.2005 8 (part of) Street from 6.1.1924,"Fifth Floor Flat 15, 96 to 100 (even) New Cavendish (less 6 days) ",29.04.2005 189 years  ,NGL850273   ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Deveopment Act 1993",,,
1690,18.10.2007 8 (part of) Street,"First Floor Flat 7, 96 to 100 (even) New Cavendish to 31.12.2112",21.09.2007 From 21.9.2007 ,NGL888577  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1691,24.12.2010 10 (part of): 11 (part of),"Suite 2, Ist Floor 1 Duchess Street ",08.12.2010 10 years from 8.12.2010,NGL915210  ,,,,
1692,03.06.2011 8 (part of) Street 24.5.2011 to and including 31.12.2112,"Third Floor Flat 10a, 96 to 100 (even) New Cavendish including   ",24.05.2011 From and    ,NGL918889     ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.",,,
1693,05.12.2011 6 (part of) including 2.3.2009 to and including 1.3.2031,"Flat 1, 92 New Cavendish Street (First Floor)    ",02.03.2009 From and    ,NGL922696     ,"NOTE: During the subsistence of this lease, the lease dated 3 March 1972 referred to above takes effect as an underlease.",,,
1694,05.12.2011 6 (part of) Mezzanine Floor) 2.3.2009 to and including 1.3.2031,"Flat 2, 92 New Cavendish Street (First Floor and including   ",02.03.2009 From and    ,NGL922700     ,"NOTE: During the subsistence of this lease, the lease dated 3 March 1972 referred to above takes effect as an underlease.",,,
1695,05.12.2011 6 (part of) including 2.3.2009 to and including 1.3.2031,"Flat 4, 92 New Cavendish Street (Second Floor)    ",02.03.2009 From and    ,NGL922707     ,"NOTE: During the subsistence of this lease, the lease dated 3 March 1972 referred to above takes effect as an underlease.",,,
1696,05.12.2011 6 (part of) Floor) 2.3.2009 to and including 1.3.2031,"Flat 3, 92 New Cavendish Street (Second and Third including   ",02.03.2009 From and    ,NGL922706     ,"NOTE: During the subsistence of this lease, the lease dated 3 March 1972 referred to above takes effect as an underlease.",,,
1697,16.02.2012 8 (part of) Floor) 10.2.2012 to and including 23.12.2157,"Flat 2, 96-100 New Cavendish Street (Ground including   ",10.02.2012 From and    ,NGL924167     ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.",,,
1698,22.05.2012 Cavendish Street to 31.12.2112,"Flat 14, 96 to 100 New From 9.5.2012 ",09.05.2012  ,NGL926414  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.",,,
1699,09.08.2012 8 (part of) September 2012,100a New Cavendish Street (basement floor) ,19.07.2012 8 years from 6 ,NGL928197  ,,,,
1700,12.12.2012 8 (part of) Floor) 23/12/2157,"Flat 16, 96-100 New Cavendish Street (Fourth 20/11/2012 to ",20.11.2012 From  ,NGL930897   ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.",,,
1701,13.02.2013 8 (Part of) including 13.02.2013 to and including 23.12.2157,"Flat 6, 96-100 New Cavendish Street    ",23.01.2013 From and    ,NGL932197     ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.",,,
1702,11.06.2013 8 (part of) Floor Flat) 24.4.2013 to and including 23.12.2157,"Flat 8, 96-100 New Cavendish Street (Second including   ",24.04.2013 from and    ,NGL934043     ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.",,,
1703,20.05.2014 6 (part of) Ground Floors) 10.10.2013 to and including 9.10.2035,"Flat A, 92 New Cavendish Street (Ground and Lower including   ",10.10.2013 From and    ,NGL942588     ,"NOTE: During the subsistence of this lease, the lease dated 3 March 1972 referred to above takes effect as an underlease",,,
1704,20.05.2014 6 (part of) Ground Floors) 10.10.2013 to and including 9.10.2035,"Flat B, 92 New Cavendish Street (Ground and Lower including   ",10.10.2013 From and    ,NGL942589     ,"NOTE: During the subsistence of this lease, the lease dated 3 March 1972 referred to above takes effect as an underlease",,,
1705,23.11.2015 8 (part of) Floor) 21.10.2015 to and including 31.12.2112,"Flat 10, 96-100 New Cavendish Street (Third including   ",21.10.2015 from and    ,NGL955631     ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.",,,
1706,07.01.2016 From and including 09.06.2016 to and including 08.06.2026,30 Portland Place     ,15.12.2015     ,NGL956625     ,NOTE: This is a reversionary lease,,,
1707,26.02.2016 9 (part of) : 10 (part of) 19.01.2016 to and including 18.01.2026,"Suite 3, 2nd floor, 1 Duchess Street    ",19.01.2016 From and including   ,NGL958019     ,,,,
1708,01.07.2016 8 (part of) 23.06.2016 to and including 23.12.2157,"8A, 96-100 New Cavendish Street (second floor flat)   ",23.06.2016 from   ,NGL961456    ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.",,,
1709,03.11.1993 8 (part of) 25 December 1992,96 to 100 (even) New Cavendish Street  ,06.10.1993 75 years from  ,NGL711861   ,,,,
1710,08.02.2019 8 (part of) floor flat) January 2019 to and including 23 December 2157,"Flat 3, 96-100 New Cavendish Street, (ground including 25    ",25.01.2019 from and     ,NGL985422      ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.",,,
1711,28.03.2013 21 (part of) and including 17.06.2013 until and including 16.06.2028,"Buildings 128,134,154,157,and 192     ",23.01.2013 15 years from     ,WS65018      ,NOTE: a CD-ROM containing images accompanied the lease but no copy has been retained by Land Registry,,,
1712,"17.06.2016 10, 11, 12, 13, 16 and 21 (part of)","Westland Leisure Complex, Westbourne Road, Yeovil  ",27.05.2016 30 years from 27.5.2016 ,WS76208   ,NOTE: Lease comprises also other land,,,
1713,"05.01.2009 Almshouses, Ulph 2005 until 31 March 2013",17 acres of land at a             from 1 April  ,05.04.2005   ,   ,,,,
1714,05.01.2009 10 years from 1 November 2002,land at Ulpha   ,01.11.2002   ,   ,,,,
1715,05.01.2009 from 1 April 2005 to 31 March 2013,22 acres of land at Ulpha   ,05.04.2005   ,   ,,,,
1716,27.03.2006 edged and numbered 1 in blue (part of) 26.03.2002,Mackenzie House (the lower and upper ground floors are excluded from the lease)  ,01.02.2006 150 years (less 7 days) from ,WYK816995    ,NOTE 1: The lease also comprises other land.,NOTE 2: See entry in the Charges Register relating to a Deed of variation dated 9 June 2009.,,
1717,01.09.2005 Edged and numbered 1 in blue,land off Meadow View Road   ,02.06.1999 30 years from 1.4.1999 ,   ,,,,
1718,04.06.2010 Edged and numbered 2 in blue,Newport Cricket Club   ,01.04.2010 25 years from 01/04/2010 ,SL206494   ,,,,
1719,10.09.2018 Lane and including 31 January 2019 to and including 30 January 2044,"Plumtree Court, 25 Shoe 25 years from     ",17.08.2018      ,AGL454286      ,NOTE 1: The lease comprises also other land.,NOTE 2: See entry in the Charges Register relating to a Deed of Variation dated 28 January 2019.,NOTE 3: See entry in the Charges Register relating to a Deed of Variation dated 23 May 2019.,
1720,27.11.2007 Edged and numbered 5 in yellow (part of): edged and numbered 8 in yellow (part of),Unit 5 & Unit 6       ,04.05.2007 10 years from 4.5.2007     ,AGL177742       ,,,,
1721,09.11.2011 Edged and numbered 7 in yellow and including 26/10/11,Unit 10 Victoria Industrial Estate    ,27.10.2011 from and including 27/10/2011 to  ,AGL243764     ,NOTE: See entry in the charges register relating to Deeds of Variaiton dated 18 august 2014 and 27 November 2015,,,
1722,07.12.2011 Edged and numbered 2 in yellow (part of) 10/11/2021,Unit 7 Victoria Industrial Estate    ,11.11.2011 from and including 11/11/11 to and including ,AGL245559     ,,,,
1723,17.07.2012 Edged and numbered 13 in yellow a term of 10 years to and including 29.5.2022,Unit 11 Victoria Industrial Estate      ,30.05.2012 From and including 30.5.2012 for    ,AGL260828       ,,,,
1724,07.05.2013 Edged and numbered 14 in yellow and including 29.11.2017,"Unit 13, Victoria Industrial Estate    ",30.11.2012 From and including 30.11.2012 to  ,     ,,,,
1725,22.07.2014 Edged and numbered 9 in yellow & including 25.06.2029,Unit 3 Victoria Industrial Estate    ,26.06.2014 From & including 26.06.2014 to  ,AGL317852     ,,,,
1726,11.09.2014 Edged and numbered 4 in yellow (part of) 20/05/2024,Unit 1 Victoria Industrial Estate    ,21.05.2014 10 years from and including 21/05/2014 to and including ,AGL322358     ,,,,
1727,07.10.2015 Edged and numbered 10 in yellow (part of): edged and numbered 15 in yellow,Unit 9 Victoria Industrial Estate     ,21.09.2015 From and including 23.9.2015 to and including 22.9.2020 ,      ,,,,
1728,05.07.2017 Estate until 29.4.2022,Unit 12 Victoria Industrial from 30.4.2017  ,08.06.2017   ,   ,,,,
1729,17.10.2017 Edged and numbered 2 in blue 2.10.2017,Electricity Substation 9   ,02.10.2017 9 years commencing on and including ,AGL425794    ,NOTE: See entry in the Charges Register relating to landlords restrictive covenants.,,,
1730,24.05.2018 Edged and numbered 12 in yellow 2043,Monarch House    ,18.05.2018 25 years from 30 April 2018 to 29 April ,AGL444833    ,NOTE: NOTE:-See entry in the Charges Register relating to landlords restrictive covenants.,,,
1731,14.09.2018 Estate including 7 September 2018 to and including 24 March 2022,Unit 4 Victoria Industrial from and     ,07.09.2018      ,      ,,,,
1732,21.01.2019 Edged and numbered 1 in blue,Electricity Substation   ,08.01.2019 20 years from and including 8 January 2019,AGL466120   ,NOTE: See entry in the Charges Register relating to the rights granted by this lease.,,,
1733,12.09.2013 7 years from and including 25/06/2013,Measurement House   ,25.06.2013   ,   ,,,,
1734,13.06.2002 side of New Fett 23/3/2006,Airspace on the South East er Lane       50 years from ,23.03.2006  ,NGL862425  ,NOTE: The lease comprises also other land,,,
